Experiment,Subject,ID,Procedure[Block],Trial,Prime[Trial],PrimeCondition,Stimuli1,Target[Trial],TargetDefinition.RESP[Trial],ResponseRT,State,StateRT,TargetResponse.RESP[Trial],TargetResponse.RT[Trial],TargetAccuracy,PrimeIntrusion,PrimeResponse,PrimeResponseRT,PrimeResp_ACC,RTRecognisePrime,RTRecogniseTarget,PrimeDef.RESP,PrimeFirstResp_ACC,PrimeDef.RT
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,64,f o l d i n g,P,29,f o l i a g e,folliage{SPACE},9634,1,693,foliage{SPACE},2940,1,,folding{SPACE},1491,,2203,2446,{SPACE},0,5203
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,41,g a r n i s h,P,30,G a r l a n d,{SPACE},4531,2,1006,garland{SPACE},2768,0,,garnish{SPACE},3967,,1180,1890,garnish{SPACE},1,3614
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,53,g o b l i n,P,31,g o s l i n g,{SPACE},8779,3,978,gosling{SPACE},2061,0,,goblin{SPACE},1603,,1820,2446,gnome{SPACE},0,5935
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,57,h a n d l e,P,32,H a n c o c k,hancock{SPACE},5304,1,849,hancock{SPACE},2843,1,,handle{SPACE},3183,,1683,1098,shaft{SPACE},0,6245
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,63,h a n d k e r c h i e f,P,33,H e l s i n k i,{SPACE},1975,2,722,helsinki{SPACE},2266,0,,handkerchief{SPACE},3754,,2158,3158,handkercheif{SPACE},1,7197
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,31,h o l l y,P,34,h o i s t,hoist{SPACE},3484,1,887,hoist{SPACE},1292,1,,holly{SPACE},1190,,1217,1145,wreath{SPACE},0,5754
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,15,h y m n,P,35,H u s s e i n,hussain{SPACE},5466,3,6259,hussein{SPACE},2684,1,,hymn{SPACE},1374,,1080,2415,hymn{SPACE},1,4070
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,68,i d i o t,P,36,i d i o s y n c r a s y,{SPACE},6607,2,1300,idiosyncrasy{ENTER}{SPACE},5688,0,,idiot{SPACE},1153,,1168,2623,{SPACE},0,7695
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,13,i n t e r f e r e,B,37,i n t e r j e c t,,0,3,2331,interject{SPACE},2408,0,,interfere{SPACE},2584,,3105,2309,interrupt{SPACE},0,6557
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,38,J a c k s o n,B,38,J a g g e r,jah,9971,4,1587,jager{SPACE},1830,0,,jackson{SPACE},2309,,958,1387,jackson{SPACE},1,4882
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,43,l i t i g a t e,B,39,l i b e l,fraud{SPACE},7064,3,1284,libel{SPACE},1301,0,,litigate{SPACE},4035,,3137,1352,{SPACE},0,5881
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,17,l a c o n i c,B,40,l o q u a c i o u s,dem,9937,4,4836,loquacious{SPACE},2681,0,,laconic{SPACE},2113,,3661,3957,{SPACE},0,4428
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,7,M e n d e l,B,41,M a n d e l a,mandella{SPACE},7502,1,1180,mandela{SPACE},3058,1,,mendel{SPACE},2123,,3375,2739,{SPACE},0,8747
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,54,m i n i m u m,B,42,m e a g e r,{SPACE},5801,3,753,meager{SPACE},1706,0,,minimum{SPACE},2819,,2118,2693,{SPACE},0,4064
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,35,M c C a r t n e y,B,43,M e r c u r y,mercury{SPACE},6482,1,941,mercury{SPACE},2093,1,,mccartney{SPACE},3011,,1886,1950,{SPACE},0,8381
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,10,M e l v i l l e,B,44,M i l l e r,{SPACE},5920,2,2528,miller{SPACE},1525,0,,melville{SPACE},2931,,3963,2176,{SPACE},0,4255
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,62,m a s h,B,45,m i n c e,slice{SPACE},5753,1,962,mince{SPACE},1191,0,,mash{SPACE},1132,,1846,1187,mash{SPACE},1,6282
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,5,m o n o g a m y,B,46,m o n o t o n y,{SPACE},3373,3,2687,motonoy{SPACE},2195,0,,monogamy{SPACE},1990,,1074,2319,monogamy{SPACE},1,5477
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,28,M a d o n n a,B,47,M o n r o e,m,9936,1,2214,monroe{SPACE},1584,0,,madonna{SPACE},1762,,1049,1933,madonna{SPACE},1,4346
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,8,N i l e,B,48,N a i r o b i,{SPACE},3900,2,1642,nairobi{SPACE},2380,0,,nile{SPACE},3258,,2181,4268,nile{SPACE},1,4475
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,23,n e u t r a l i z e,B,49,n u l l i f y,{SPACE},5645,2,984,nulify{SPACE},1825,0,,neutralize{SPACE},2403,,2485,1750,{SPACE},0,7572
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,44,N a z i s,B,50,N u r e m b e r g,nuremberg{SPACE},7327,1,996,nuremberg{SPACE},4220,1,,nazis{SPACE},1844,,1139,2495,nazis{SPACE},1,5320
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,33,o p a q u e,B,51,o b s c u r e,{SPACE},8488,3,1081,obscure{SPACE},3112,0,,opaque{SPACE},2580,,1904,2640,opaque{SPACE},1,5826
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,59,o m n i s c i e n t,B,52,o m n i p o t e n t,omnipotent{SPACE},6093,1,788,omnipotent{SPACE},2934,1,,omniscent{SPACE},2820,,2936,2086,omnip{LEFTBRACKET}otent{SPACE},0,5021
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,47,o b v i o u s,B,53,o s t e n t a t i o u s,flamboyant{SPACE},8882,3,1064,ostentatious{SPACE},3012,0,,obvious{SPACE},1759,,547,3717,obvious{SPACE},1,4394
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,36,O s a m a,B,54,O s w a l d,oswald{SPACE},4088,1,711,oswald{SPACE},2273,1,,osama{SPACE},1619,,1085,1637,osama{SPACE},1,6335
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,4,a n a c o n d a,U,55,O t t a w a,{SPACE},3857,2,1402,ottowa{SPACE},2415,0,,anaconda{SPACE},2578,,1571,3296,anaconda{SPACE},1,5477
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,48,a n d r o i d,U,56,p a n a c e a,miracle{SPACE},6319,3,1230,pancea{SPACE},1722,0,,andoir{SPACE},2340,,905,2303,andoird{SPACE},1,5280
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,22,A u s t r a l i a,U,57,p a r a g o n,exemplar{SPACE},5924,1,1030,paragon{SPACE},2273,0,,australia{SPACE},2381,,2444,1793,austalia{SPACE},1,6244
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,50,b a n i s t e r,U,58,p o l y g a m y,polygamy{SPACE},7702,1,1785,polygamy{SPACE},2280,1,,banaster{SPACE},2431,,1798,1957,railing{SPACE},0,7454
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,69,b a r t e n d e r,U,59,p r e c o c i o u s,prodigy{SPACE},8197,3,1189,precocious{SPACE},2698,0,,bartender{SPACE},3116,,1079,3858,bartender{SPACE},1,8304
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,24,B e c k e t t,U,60,p r o p h e c y,{SPACE},9246,3,1616,prophecy{ENTER}{SPACE},2820,0,,beckett{SPACE},2639,,2804,1976,{SPACE},0,3473
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,27,d i f f e r,U,61,S e o u l,soeul{SPACE},6234,1,1069,seoul{SPACE},1449,1,,differ{SPACE},1767,,2671,2291,differ{SPACE},1,8285
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,25,e r r a t i c,U,62,S h a w,{SPACE},3673,2,890,shaw{SPACE},2499,0,,erratic{SPACE},1648,,1905,2315,spastic{SPACE},0,5291
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,70,e x i l e,U,63,S i c i l y,{SPACE},5490,4,2230,sicily{SPACE},1548,0,,exile{SPACE},1426,,769,1727,exile{SPACE},1,3682
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,32,F e y n m a n,U,64,S k y w a l k e r,skywalker{SPACE},6138,1,995,skywalker{SPACE},3619,1,,feyman{SPACE},2218,,3714,2318,{SPACE},0,6066
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,42,f o r e s t,U,65,s u r r o g a t e,surrogate{SPACE},8159,1,751,surrogate{SPACE},3139,1,,forrest{SPACE},1554,,1784,1706,thicket{SPACE},0,9060
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,26,G a r n e r,U,66,T h o r e a u,{SPACE},4750,2,686,thoreau{SPACE},2275,0,,garner{SPACE},1814,,2326,2132,{SPACE},0,3424
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,11,B o w i e,U,67,t i c,tic{SPACE},5645,1,1755,tic{SPACE},816,1,,bowie{SPACE},1440,,1563,1422,dylan{SPACE},0,10382
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,66,S h a k e s p e a r e,U,68,t s u n a m i,tsunami{SPACE},6877,1,886,tsunami{SPACE},4884,1,,shakespeare{SPACE},3492,,2471,1705,shakespeare{SPACE},1,5483
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,72,g r a t e,U,69,T u r i n g,turing{SPACE},4491,1,890,turing{SPACE},2091,1,,grate{SPACE},1350,,1123,523,grate{SPACE},1,4405
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,2,i n v a r i a b l e,U,70,W a t s o n,watson{SPACE},3295,1,1055,watson{SPACE},1904,1,,invariable{SPACE},2758,,3823,1565,{SPACE},0,4091
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,37,H o u s t o n,U,71,W a y n e,wayne{SPACE},3455,1,537,wayne{SPACE},1595,1,,houston{SPACE},2691,,1702,1245,parton{SPACE},0,6287
PrimeRetrievalYA,14PrimeRetrievalYA,14,S2,12,M a d a g a s c a r,U,72,Y e l l o w s t o n e,yellowstone{SPACE},5215,1,862,yellowstone{SPACE},2437,1,,madagascar{SPACE},3527,,2672,1074,madigascar{SPACE},1,5131
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,18,r e s i g n,R,1,a b d i c a t e,{SPACE},4639,2,2375,{SHIFT}Abdicate{SPACE},2167,0,,{SHIFT}Resign{SPACE},1254,,1771,2804,{SPACE},0,8444
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,41,n a t i v e,R,2,a b o r i g i n e,indigenous{SPACE},8220,1,1989,{SPACE},7994,0,,native{SPACE},998,,1355,4973,native{SPACE},1,5782
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,16,r e f u s e,R,3,a b s t a i n,{SPACE},6730,2,1592,{SHIFT}Abstain{SPACE},2090,0,,{SHIFT}Refuse{SPACE},2471,,2752,1740,{SPACE},0,4316
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,69,c o n d o n e,R,4,a d v o c a t e,advocate{SPACE},7703,2,1656,advocate{SPACE},1904,1,,condone{SPACE},1413,,1936,3479,{SPACE},0,3602
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,75,B r o n t e,R,5,A l c o t t,{SPACE},2086,2,604,{SHIFT}Alcott{SPACE},1759,0,,{SHIFT}Bronte{SPACE},1061,,2669,3762,{SPACE},0,1885
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,24,m i s p l a c e,R,6,a n a c h r o n i s m,{SPACE},3623,2,1080,anachronism{SPACE},6214,0,,misplace{SPACE},1879,,2587,9288,misplace{SPACE},1,9454
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,25,p u z z l e,R,7,a n a g r a m,{SPACE},7475,4,1507,anagram{SPACE},1504,0,,puzzle{SPACE},2444,,3461,2326,collage{SPACE},0,3401
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,37,H i m a l a y a s,R,8,A n d e s,{SPACE},6542,3,853,{SHIFT}Andes{SPACE},1242,0,,{SHIFT}Himalayas{SPACE},1837,,4376,1992,{SHIFT}Himalayans{SPACE},1,10711
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,8,C i n d e r e l l a,R,9,A u r o r a,{SPACE},8602,4,4840,aurora{SPACE},1976,0,,cinderella{SPACE},2142,,879,1937,cinderella{SPACE},1,12923
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,33,V i e t n a m,R,10,B a n g k o k,{SPACE},7278,2,1659,{SHIFT}Banghok{SPACE},3438,0,,{SHIFT}Vietnam{SPACE},1300,,3119,2624,{SHIFT}Vietnam{SPACE},1,9928
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,35,t a r i f f,R,11,b a r t e r,{SPACE},4944,4,1610,barter{SPACE},1204,0,,tariff{SPACE},1494,,2331,4404,{SPACE},0,4323
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,14,M e s s i,R,12,B e c k h a m,{SHIFT}Beckham{SPACE},6378,1,1459,{SHIFT}Beckham{SPACE},1687,1,,{SHIFT}Messi{SPACE},1564,,3107,5818,{SPACE},0,11705
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,46,e q u a t i o n,R,13,b i n o m i a l,binomial{SPACE},8963,1,1027,binomial{SPACE},1696,1,,equation{SPACE},1760,,2137,2332,equation{SPACE},1,7403
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,57,s k e l e t o n,R,14,c a r c a s s,carcus{SPACE},4962,1,908,carcass{SPACE},1428,1,,skeleton{SPACE},1358,,1579,4866,vertebrae{SPACE},0,7101
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,51,R o w l i n g,R,15,C a r r o l l,{SPACE},2159,2,886,carroll{SPACE},1594,0,,rowling{SPACE},2675,,1493,1860,rowling{SPACE},1,4635
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,52,g e c k o,R,16,c h a m e l e o n,chameleon{SPACE},4261,1,1002,chameleon{SPACE},1468,1,,gecko{SPACE},1536,,1683,3293,{SPACE},0,3155
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,11,T h a t c h e r,R,17,C h u r c h i l l,{SPACE},3540,1,1820,churchill{SPACE},3427,0,,thatcher{SPACE},2630,,2623,3238,{SPACE},0,2353
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,65,S a w y e r,R,18,C l e m e n s,{SPACE},2917,4,1654,clemens{SPACE},1121,0,,sawyer{SPACE},1676,,1964,2137,{SPACE},0,9316
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,12,C o n g r e s s,P,19,c o n g r u e n t,{SPACE},8705,2,1228,congruent{SPACE},2006,0,,{SHIFT}congress{SPACE},3879,,1036,2154,congress{SPACE},1,5401
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,28,C o b a i n,P,20,C o n n e r y,{SPACE},3640,2,1290,{SHIFT}Connery{SPACE},1737,0,,{SHIFT}Cobain{SPACE},1329,,3884,4705,{SPACE},0,3054
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,64,c o n v e n i e n t,P,21,c o v e n a n t,prophecy{SPACE},7012,1,1066,{SPACE},75,0,,convenient{SPACE},2934,,2952,2925,{SPACE},0,6724
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,44,d a w n,P,22,D a n t e,{SPACE},2621,2,1253,{SHIFT}Dante{SPACE},1851,0,,dawn{SPACE},993,,1552,1062,dawn{SPACE},1,7364
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,68,d i f f i c u l t,P,23,d e f a u l t,{SPACE},3905,2,717,default{SPACE},1328,0,,difficult{SPACE},1828,,2369,2847,difficult{SPACE},1,7182
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,4,d e p t h,P,24,d e p l e t e,{SPACE},4010,2,969,deplete{SPACE},1928,0,,depth{SPACE},1645,,3294,3105,height{SPACE},0,9964
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,55,d i g e s t,P,25,d i v e r g e,diverge{SPACE},3231,1,951,diverge{SPACE},1302,1,,digest{SPACE},2125,,2175,2402,emulse{SPACE},0,5860
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,3,e c s t a t i c,P,26,e c c e n t r i c,{SPACE},5383,2,2591,eccentric{SPACE},7618,0,,ecstatic{SPACE},4321,,2933,3616,{SPACE},0,5935
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,59,e x e r c i s e,P,27,e x o r c i s m,{SPACE},3871,2,776,exorcism{SPACE},1808,0,,exercise{SPACE},1643,,3388,3482,excercise{SPACE},1,5328
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,72,F a h r e n h e i t,P,28,F a r a d a y,{SHIFT}{SHIFT}Coulomb{SPACE},8682,1,1200,{SHIFT}Faraday{SPACE},1359,0,,{SHIFT}{SHIFT}Fahrenheit{SPACE},4671,,3255,3662,{SHIFT}Farenheit{SPACE},1,3976
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,40,f o l d i n g,P,29,f o l i a g e,{SPACE},4825,4,1704,foliage{SPACE},1130,0,,folding{SPACE},1000,,2236,1912,{SPACE},0,4653
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,29,g a r n i s h,P,30,G a r l a n d,{SPACE},6587,4,1403,{SHIFT}Garland{SPACE},1629,0,,{SHIFT}Garnish{SPACE},1629,,2712,1831,{SPACE},0,6857
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,38,g o b l i n,P,31,g o s l i n g,{SPACE},2564,2,933,gosling{SPACE},1343,0,,goblin{SPACE},1409,,2484,1721,hobbit{SPACE},0,7102
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,50,h a n d l e,P,32,H a n c o c k,,0,4,2297,hancock{SPACE},2074,0,,handle{SPACE},1130,,1957,3924,handle{SPACE},1,3977
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,42,h a n d k e r c h i e f,P,33,H e l s i n k i,{SPACE},4834,2,1132,{SPACE},181,0,,handkerchief{SPACE},2674,,3448,9288,hankerchief{SPACE},1,7246
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,30,h o l l y,P,34,h o i s t,raise{SPACE},7504,3,3972,hoist{SPACE},1194,0,,{SHIFT}holly{SPACE},3261,,1666,1790,{SPACE},0,7395
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,49,h y m n,P,35,H u s s e i n,{SPACE},3683,2,1140,{SHIFT}Hussein{SPACE},2100,0,,hymn{SPACE},1741,,2430,3267,{SPACE},0,4889
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,45,i d i o t,P,36,i d i o s y n c r a s y,{SPACE},3231,2,2166,idiosynchracy{SPACE},2695,0,,idiot{SPACE},1035,,1429,5916,idiot{SPACE},1,4076
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,48,i n t e r f e r e,B,37,i n t e r j e c t,interject{SPACE},4857,1,934,interject{SPACE},1437,1,,interfere{SPACE},1471,,1943,1879,interfere{SPACE},1,4061
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,73,J a c k s o n,B,38,J a g g e r,{SPACE},2850,2,750,{SHIFT}Jagger{SPACE},1593,0,,{SHIFT}Jackson{SPACE},1892,,1442,2190,{SHIFT}Jackson{SPACE},1,7295
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,15,l i t i g a t e,B,39,l i b e l,{SPACE},7051,2,3149,{SHIFT}Libel{SPACE},5074,0,,{SHIFT}Litigate{SPACE},1753,,2889,1885,{SPACE},0,3466
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,10,l a c o n i c,B,40,l o q u a c i o u s,{SPACE},2842,3,2671,locquatious{SPACE},4217,0,,laconic{SPACE},1816,,4423,3791,{SPACE},0,2806
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,66,M e n d e l,B,41,M a n d e l a,{SPACE},6746,2,856,mandela{SPACE},1937,0,,mendel{SPACE},2371,,1201,3846,mendel{SPACE},1,6107
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,2,m i n i m u m,B,42,m e a g e r,,0,2,2294,{SHIFT}meager{SPACE},1813,0,,{SHIFT}minimum{SPACE},6487,,1931,4414,{SHIFT}minimum{SPACE},1,6432
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,76,M c C a r t n e y,B,43,M e r c u r y,{SPACE},2179,2,537,{SHIFT}Mercury{SPACE},1223,0,,{SHIFT}{SHIFT}Macartney{SPACE},3131,,4157,2373,{SPACE},0,5566
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,36,M e l v i l l e,B,44,M i l l e r,{SPACE},2255,3,1066,{SHIFT}Miller{SPACE},1448,0,,{SHIFT}Melville{SPACE},1418,,3139,2991,{SHIFT}{SPACE},0,7341
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,60,m a s h,B,45,m i n c e,mince{SPACE},4489,1,1061,mince{SPACE},1256,1,,mash{SPACE},1264,,1883,2926,mash{SPACE},1,4398
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,32,m o n o g a m y,B,46,m o n o t o n y,{SPACE},4505,2,1480,monotony{SPACE},1817,0,,monogamy{SPACE},3000,,3904,3125,monogomy{SPACE},1,8208
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,26,M a d o n n a,B,47,M o n r o e,{SHIFT}Monroe{SPACE},7345,1,1845,{SHIFT}Monroe{SPACE},1205,1,,madonna{SPACE},1273,,2291,3320,madonna{SPACE},1,5380
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,54,N i l e,B,48,N a i r o b i,{SPACE},2284,2,1015,{SHIFT}Nairobi{SPACE},2366,0,,nile{SPACE},899,,1357,4378,{SPACE},0,8763
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,22,n e u t r a l i z e,B,49,n u l l i f y,{SPACE},4216,2,1152,nulify{SPACE},1433,0,,neutralize{SPACE},2715,,3392,2325,neutralize{SPACE},1,5637
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,70,N a z i s,B,50,N u r e m b e r g,{SPACE},8790,2,2217,{SHIFT}Nuremberg{SPACE},2267,0,,nazis{SPACE},1110,,2103,2080,nazis{SPACE},1,4212
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,74,o p a q u e,B,51,o b s c u r e,{SPACE},6927,2,709,obscure{SPACE},1353,0,,opaque{SPACE},1742,,2126,1763,opaque{SPACE},1,5694
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,71,o m n i s c i e n t,B,52,o m n i p o t e n t,{SPACE},4715,2,911,omnipotent{SPACE},1668,0,,omniscient{SPACE},2285,,2730,2668,{SPACE},0,5621
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,61,o b v i o u s,B,53,o s t e n t a t i o u s,{SPACE},6141,2,1269,ostentatious{SPACE},3366,0,,obvious{SPACE},2288,,2336,3103,obvious{SPACE},1,7646
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,67,O s a m a,B,54,O s w a l d,{SPACE},4175,2,795,oswald{SPACE},1142,0,,osama{SPACE},1160,,3784,3467,sadam{SPACE},0,5557
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,63,b i a n n u a l,U,55,O t t a w a,quebec,9985,1,3638,ottawa{SPACE},2484,0,,biannual{SPACE},2026,,2842,5965,biannual{SPACE},1,4221
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,34,c a n v a s,U,56,p a n a c e a,{SPACE},5288,2,1330,panacea{SPACE},1776,0,,canvas{SPACE},2588,,2305,5760,canvas{SPACE},1,4644
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,6,c a r a v a n,U,57,p a r a g o n,epitome{SPACE},9153,1,1204,paragon{SPACE},1839,0,,caravan{SPACE},2139,,2125,3428,{SPACE},0,10646
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,9,c a m e l,U,58,p o l y g a m y,monogom,9764,1,2986,polygamy{SPACE},2482,0,,camel{SPACE},1475,,888,4913,camel{SPACE},1,2747
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,21,C h a r l e s,U,59,p r e c o c i o u s,{SPACE},4887,1,1138,{SHIFT}Precocious{SPACE},2111,0,,{SHIFT}Charles{SPACE},1360,,1849,4416,{SPACE},0,3399
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,43,c o m m e n c e,U,60,p r o p h e c y,destiny,7405,3,6046,prophecy{SPACE},2452,0,,{SHIFT}commence{SPACE},2790,,2801,2388,{SHIFT}{SPACE},0,8528
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,23,g o b b l e,U,61,S e o u l,{SPACE},7319,2,3725,seoul{SPACE},1172,0,,gobble{SPACE},1971,,765,2377,gobble{SPACE},1,2810
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,27,H o o v e r,U,62,S h a w,{SPACE},2519,2,1484,{SHIFT}Shaw{SPACE},1158,0,,{SHIFT}{SHIFT}{SHIFT}Hoover{SPACE},4744,,2153,2717,{SPACE},0,3996
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,17,H o l l a n d,U,63,S i c i l y,{SPACE},3849,2,1313,{SHIFT}Sicily{SPACE},1590,0,,{SHIFT}Holland{SPACE},1696,,1933,2586,{SPACE},0,4939
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,56,h e a v e,U,64,S k y w a l k e r,{SPACE},1437,2,763,skywalker{SPACE},2100,0,,heave{SPACE},1384,,2704,2707,{SPACE},0,3891
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,19,H i t l e r,U,65,s u r r o g a t e,{SHIFT}Surrogate{SPACE},4849,1,1124,{SHIFT}Surrogate{SPACE},1781,1,,{SHIFT}Hitler{SPACE},1269,,1578,4252,{SHIFT}{SHIFT}Hitler{SPACE},1,4342
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,31,i n d i v i d u a l i s m,U,66,T h o r e a u,{SHIFT}Thoreau,7332,1,2024,{SHIFT}Thoreau{SPACE},2031,1,,individualism{SPACE},3834,,3493,2668,{SPACE},0,6172
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,7,i n v a l i d a t e,U,67,t i c,tic{SPACE},9630,1,1330,tic{SPACE},1369,1,,invalidate{SPACE},3628,,2411,2126,{SPACE},0,11991
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,47,B e r l i n,U,68,t s u n a m i,tsunami{SPACE},4922,1,1174,tsunami{SPACE},1923,1,,berlin{SPACE},1249,,752,2584,berlin{SPACE},1,2645
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,53,s e c r e t i v e,U,69,T u r i n g,{SPACE},3770,2,2341,{SHIFT}Turing{SPACE},1381,0,,secretive{SPACE},2084,,3420,5789,{SPACE},0,9705
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,13,u n l i m i t e d,U,70,W a t s o n,{SPACE},2812,2,1281,{SHIFT}Watson{SPACE},2539,0,,unlimited{SPACE},3354,,4241,3276,{SPACE},0,5359
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,62,f l a s h y,U,71,W a y n e,{SPACE},2184,2,953,wayne{SPACE},1037,0,,flashy{SPACE},1431,,2095,2314,{SPACE},0,10434
PrimeRetrievalYA,15PrimeRetrievalYA,15,S3,5,B o o t h,U,72,Y e l l o w s t o n e,{SPACE},7977,2,771,yellowstone{SPACE},2913,0,,{SHIFT}booth{SPACE},2169,,1074,1850,{SPACE},0,2720
